관리번호,공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편의시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자,제공기관코드,제공기관명
48170-00052,초전공원,근린공원,경상남도 진주시 남강로 1655,경상남도 진주시 초전동 1583-14 일원,35.20888274,128.1250555,96095,족구장,조합놀이대,공중화장실,-,-,2005-11-27,경상남도 진주시청,055-749-5931,2019-10-17,5310000,경상남도 진주시
48170-00051,사봉산단3공원,근린공원,-,경상남도 진주시 사봉면 사곡리 106-6 일원,35.184803,128.28632,65320,-,-,-,-,-,2005-09-08,경상남도 진주시청,055-749-5931,2019-10-17,5310000,경상남도 진주시
48170-00050,사봉산단2공원,근린공원,-,경상남도 진주시 사봉면 사곡리 산 120 일원,35.183992,128.283883,63946,-,-,-,-,-,2005-09-08,경상남도 진주시청,055-749-5931,2019-10-17,5310000,경상남도 진주시
48170-00025,평거7어린이공원,어린이공원,-,경상남도 진주시 신안동 705-2,35.177502,128.065488,2101,-,"그네, 흔들놀이기구,조합놀이대,시소",-,-,-,1992-12-22,경상남도 진주시청,055-749-5931,2019-10-17,5310000,경상남도 진주시
48170-00024,평거6어린이공원,어린이공원,-,경상남도 진주시 신안동 707-3,35.178893,128.066503,1765,-,조합놀이대,-,-,-,1992-12-22,경상남도 진주시청,055-749-5931,2019-10-17,5310000,경상남도 진주시
48170-00023,평거5어린이공원,어린이공원,-,경상남도 진주시 신안동 708-2,35.176587,128.069702,2173,-,"회전놀이기구, 흔들놀이기구, 오르는 기구, 조합놀이대",-,-,-,1992-12-22,경상남도 진주시청,055-749-5931,2019-10-17,5310000,경상남도 진주시
48170-00022,가호5어린이공원,어린이공원,-,경상남도 진주시 가좌동 659-3,35.162217,128.108262,2024,-,조합놀이대,-,-,-,1992-02-26,경상남도 진주시청,055-749-5931,2019-10-17,5310000,경상남도 진주시
48170-00021,가호4어린이공원,어린이공원,-,경상남도 진주시 가좌동 684-2,35.160972,128.1084,2047,게이트볼장,"그네, 조합놀이대",-,-,-,1992-02-26,경상남도 진주시청,055-749-5931,2019-10-17,5310000,경상남도 진주시
48310-00059,능포 해양공원,수변공원,-,경상남도 거제시 능포동 산1번지 일원,34.886105,128.735444,47221,-,-,-,-,-,1970-04-06,경상남도 거제시청,-,2019-08-19,5370000,경상남도 거제시
48310-00062,수변공원 물놀이장,어린이공원,-,경상남도 거제시 문동동 699-1 번지 일원,34.858737,128.434521,2929,간이운동기구,조합놀이대,화장실,-,-,2018-02-12,경상남도 거제시청,-,2019-08-19,5370000,경상남도 거제시
48310-00061,둔덕 체육공원,체육공원,-,경상남도 거제시 둔덕면 하둔리 661-1번지 일원,34.833691,128.504132,26197,-,-,-,-,-,2010-03-25,경상남도 거제시청,-,2019-08-19,5370000,경상남도 거제시
48310-00060,스포츠 테마파크,체육공원,-,경상남도 거제시 거제면 서정리 790-1번지 일원,34.852921,128.581677,98508,-,-,-,-,-,2006-01-26,경상남도 거제시청,-,2019-08-19,5370000,경상남도 거제시
48310-00058,장승포 조각공원,문화공원,-,경상남도 거제시 능포동 120-14번지 일원,34.881619,128.739539,13105,-,-,-,-,-,1970-04-06,경상남도 거제시청,-,2019-08-19,5370000,경상남도 거제시
48310-00057,장승포 장미공원,문화공원,-,경상남도 거제시 능포동 산42-8번지 일원,34.977661,128.628251,6028,-,-,-,-,-,1970-04-06,경상남도 거제시청,-,2019-08-19,5370000,경상남도 거제시
48310-00056,칠천량해전공원,역사공원,-,경상남도 거제시 하청면 연구리 84-4번지 일원,34.977814,128.629041,12519,-,-,-,-,-,2009-11-30,경상남도 거제시청,-,2019-08-19,5370000,경상남도 거제시
48310-00055,옥포대첩기념공원,역사공원,-,경상남도 거제시 옥포동 산1-1번지 일원,34.900241,128.713991,132671,-,-,-,-,-,1973-06-27,경상남도 거제시청,-,2019-08-19,5370000,경상남도 거제시
48310-00054,소공원,소공원,-,경상남도 거제시 상동동 927-5번지 일원,34.861133,128.630681,3187,-,-,-,-,-,2009-02-05,경상남도 거제시청,-,2019-08-19,5370000,경상남도 거제시
48310-00053,소공원,소공원,-,경상남도 거제시 상동동 927-10번지 일원,34.860319,128.631117,5622,-,-,-,-,-,2009-02-05,경상남도 거제시청,-,2019-08-19,5370000,경상남도 거제시
48310-00052,소공원,소공원,-,경상남도 거제시 상동동 54-12번지,34.858051,128.634236,4417,-,-,-,-,-,2009-02-05,경상남도 거제시청,-,2019-08-19,5370000,경상남도 거제시
48310-00051,소공원,소공원,-,경상남도 거제시 상동동 930번지 일원,34.862325,128.632708,2136,-,-,-,-,-,2009-02-05,경상남도 거제시청,-,2019-08-19,5370000,경상남도 거제시
48310-00050,소공원(옥포주공재건축),소공원,-,경상남도 거제시 옥포동 874-18번지,34.898325,128.694967,796,-,-,-,-,-,2009-06-25,경상남도 거제시청,-,2019-08-19,5370000,경상남도 거제시
48310-00049,두동소공원,소공원,-,경상남도 거제시 사등면 사곡리 832-24번지 일원,34.893433,128.569092,3267,간이운동기구,-,-,-,-,2010-08-26,경상남도 거제시청,-,2019-08-19,5370000,경상남도 거제시
48310-00048,고현소공원,소공원,-,경상남도 거제시 고현동 산36-6번지 일원,34.896682,128.685768,1356,-,-,-,-,-,2011-10-27,경상남도 거제시청,-,2019-08-19,5370000,경상남도 거제시
48310-00047,소공원,소공원,-,경상남도 거제시 장평동 1222번지,34.884969,128.607136,1478,-,조합놀이대,-,-,-,2011-10-27,경상남도 거제시청,-,2019-08-19,5370000,경상남도 거제시
48310-00046,소공원,소공원,-,경상남도 거제시 장평동 1219번지,34.886211,128.604569,1619,-,-,-,-,-,2011-10-27,경상남도 거제시청,-,2019-08-19,5370000,경상남도 거제시
48310-00045,소공원,소공원,-,경상남도 거제시 고현동 1090번지 일원,34.879111,128.621044,728,-,-,-,-,-,2012-03-08,경상남도 거제시청,-,2019-08-19,5370000,경상남도 거제시
48310-00044,공원(옥포제43어린이공원),소공원,-,경상남도 거제시 옥포동 1978번지,34.890411,128.696014,1246,-,조합놀이대 분수,-,-,-,1995-12-20,경상남도 거제시청,-,2019-08-19,5370000,경상남도 거제시
48310-00043,옥포제3공원(옥포제3어린이공원),소공원,-,경상남도 거제시 옥포동 867-6번지,34.897461,128.694439,1466,-,조합놀이대 그네,-,-,-,1986-10-27,경상남도 거제시청,-,2019-08-19,5370000,경상남도 거제시
48310-00042,공원,소공원,-,경상남도 거제시 연초면 오비리 1214번지,34.915347,128.618633,1503,-,-,-,-,-,2009-12-31,경상남도 거제시청,-,2019-08-19,5370000,경상남도 거제시
48310-00025,신현제7어린이공원,어린이공원,-,경상남도 거제시 장평동 600번지 일원,34.893342,128.604812,1500,-,-,-,-,-,1985-03-30,경상남도 거제시청,-,2019-08-19,5370000,경상남도 거제시
48310-00024,신현제6어린이공원,어린이공원,-,경상남도 거제시 장평동 58-14번지 일원,34.890539,128.615597,1953,간이운동기구,조합놀이대,화장실,-,-,1985-03-30,경상남도 거제시청,-,2019-08-19,5370000,경상남도 거제시
48310-00023,신현제5어린이공원,어린이공원,-,경상남도 거제시 장평동 174-1번지 번지,34.889042,128.609458,1500,간이운동기구,-,-,-,-,1985-03-30,경상남도 거제시청,-,2019-08-19,5370000,경상남도 거제시
48310-00022,신현제3어린이공원,어린이공원,-,경상남도 거제시 고현동 1000번지 일원,34.894286,128.627778,1500,간이운동기구,조합놀이대,-,-,-,1985-03-30,경상남도 거제시청,-,2019-08-19,5370000,경상남도 거제시
48310-00021,신현제2어린이공원,어린이공원,-,경상남도 거제시 고현동 961-185번지 일원,34.887864,128.620769,1560,간이운동기구,조합놀이대,-,-,-,1985-12-10,경상남도 거제시청,-,2019-08-19,5370000,경상남도 거제시
48310-00020,신현제1어린이공원,어린이공원,-,경상남도 거제시 고현동 968-1번지,34.889664,128.619569,2689,간이운동기구,조합놀이대,화장실,-,-,1985-03-25,경상남도 거제시청,-,2019-08-19,5370000,경상남도 거제시
48310-00019,소동제2어린이공원,어린이공원,-,경상남도 거제시 일운면 소동리 250-1번지 일원,34.849076,128.588246,1540,간이운동기구,조합놀이대,-,-,-,2002-03-13,경상남도 거제시청,-,2019-08-19,5370000,경상남도 거제시
48310-00018,서정공원,어린이공원,-,경상남도 거제시 거제면 서정리 732-1번지 일원,34.890811,128.631628,1500,-,조합놀이대,-,-,-,1992-08-01,경상남도 거제시청,-,2019-08-19,5370000,경상남도 거제시
48310-00017,어린이공원,어린이공원,-,경상남도 거제시 옥포동 1910-7번지 일원,34.893167,128.696389,1500,간이운동기구,조합놀이대,-,-,-,1992-02-22,경상남도 거제시청,-,2019-08-19,5370000,경상남도 거제시
48310-00041,옥포제11공원,소공원,-,경상남도 거제시 옥포동 산232번지 일원,34.896794,128.619951,2417,-,-,-,-,-,1985-12-10,경상남도 거제시청,-,2019-08-19,5370000,경상남도 거제시
48310-00016,어린이공원,어린이공원,-,경상남도 거제시 아주동 1660-1번지 일원,34.875461,128.690444,1500,-,조합놀이대,-,-,-,1988-11-07,경상남도 거제시청,-,2019-08-19,5370000,경상남도 거제시
48310-00015,아주제3어린이공원,어린이공원,-,경상남도 거제시 아주동 1672번지,34.868206,128.679325,5042,-,조합놀이대 그네,-,-,-,1993-04-06,경상남도 거제시청,-,2019-08-19,5370000,경상남도 거제시
48310-00014,아주제2어린이공원,어린이공원,-,경상남도 거제시 아주동 1679-6번지,34.867311,128.684386,2719,-,조합놀이대 등반기구,-,-,-,1993-04-06,경상남도 거제시청,-,2019-08-19,5370000,경상남도 거제시
48310-00013,아주제1어린이공원,어린이공원,-,경상남도 거제시 아주동 1694-11번지,34.865664,128.689378,3066,-,조합놀이대 등반기구,-,-,-,1993-04-06,경상남도 거제시청,-,2019-08-19,5370000,경상남도 거제시
48310-00012,장승포 해돋이공원,근린공원,-,경상남도 거제시 장승포동 산1번지 일원,34.866858,128.737697,230400,간이운동기구,-,화장실,-,-,1970-04-06,경상남도 거제시청,-,2019-08-19,5370000,경상남도 거제시
48310-00011,독봉산 웰빙공언,근린공원,-,경상남도 거제시 상동동 369번지 일원,34.877661,128.634419,42736,간이운동기구,조합놀이대 분수,화장실,-,-,2007-02-22,경상남도 거제시청,-,2019-08-19,5370000,경상남도 거제시
48310-00010,옥포제2공원,근린공원,-,경상남도 거제시 옥포동 875번지 일원,34.901969,128.696911,4900,간이운동기구,조합놀이대 시소,-,-,-,1973-06-27,경상남도 거제시청,-,2019-08-19,5370000,경상남도 거제시
48310-00009,옥포제1공원,근린공원,-,경상남도 거제시 옥포동 1285번지,34.900236,128.687039,10001,간이운동기구,조합놀이대 시소 그네,-,-,-,1973-06-27,경상남도 거제시청,-,2019-08-19,5370000,경상남도 거제시
48310-00063,양정어린이공원 물놀이장,어린이공원,-,경상남도 거제시 양정동 1095-30번지 일원,34.866167,128.652742,2929,간이운동기구,조합놀이대,화장실,-,-,2018-06-01,경상남도 거제시청,-,2019-08-19,5370000,경상남도 거제시
48310-00040,공원,소공원,-,경상남도 거제시 연초면 오비리 1200번지,34.917739,128.619951,3735,간이운동기구 족구장,-,-,-,-,2009-12-31,경상남도 거제시청,-,2019-08-19,5370000,경상남도 거제시
48310-00039,공원,어린이공원,-,경상남도 거제시 고현동1064번지,34.896531,128.636467,2500,간이운동기구,-,-,-,-,2017-05-18,경상남도 거제시청,-,2019-08-19,5370000,경상남도 거제시
48310-00038,공원,어린이공원,-,경상남도 거제시 장평동 1-11번지 일원,34.896695,128.613606,6946,-,-,-,-,-,2014-09-30,경상남도 거제시청,-,2019-08-19,5370000,경상남도 거제시
48310-00037,옥포제10어린이공원,어린이공원,-,경상남도 거제시 옥포동 552-8번지,34.888761,128.692722,1653,게이트볼장,조합놀이대,-,-,-,1981-07-31,경상남도 거제시청,-,2019-08-19,5370000,경상남도 거제시
48310-00036,옥포제9어린이공원,어린이공원,-,경상남도 거제시 옥포동 541-11번지,34.892825,128.693372,1653,간이운동기구,조합놀이대,-,-,-,1981-07-31,경상남도 거제시청,-,2019-08-19,5370000,경상남도 거제시
48310-00035,옥포제8어린이공원,어린이공원,-,경상남도 거제시 옥포동 536-39번지,34.892733,128.690153,2645,간이운동기구,조합놀이대 정글짐,-,-,-,1981-07-31,경상남도 거제시청,-,2019-08-19,5370000,경상남도 거제시
48310-00034,옥포제7어린이공원,어린이공원,-,경상남도 거제시 옥포동 517-3번지,34.894983,128.688089,1653,간이운동기구,조합놀이대,-,-,-,1981-07-31,경상남도 거제시청,-,2019-08-19,5370000,경상남도 거제시
48310-00033,옥포제6어린이공원,어린이공원,-,경상남도 거제시 옥포동 522-5번지,34.895356,128.694786,1653,간이운동기구 게이트볼장,조합놀이대,-,-,-,1981-07-31,경상남도 거제시청,-,2019-08-19,5370000,경상남도 거제시
48310-00032,옥포제5어린이공원,어린이공원,-,경상남도 거제시 옥포동 513-5번지,34.895853,128.691522,1500,간이운동기구,조합놀이대,-,-,-,1981-07-31,경상남도 거제시청,-,2019-08-19,5370000,경상남도 거제시
48310-00031,옥포제4어린이공원,어린이공원,-,경상남도 거제시 옥포동 881-7번지,34.896667,128.697361,1516,간이운동기구,조합놀이대,-,-,-,1983-04-29,경상남도 거제시청,-,2019-08-19,5370000,경상남도 거제시
48310-00030,옥포제1어린이공원,어린이공원,-,경상남도 거제시 옥포동 1294-8번지,34.896697,128.688733,1520,간이운동기구,조합놀이대,-,-,-,1983-04-29,경상남도 거제시청,-,2019-08-19,5370000,경상남도 거제시
48310-00029,신현제14어린이공원,어린이공원,-,경상남도 거제시 장평동 151번지,34.887901,128.604606,3788,-,조합놀이대,-,-,-,2003-05-29,경상남도 거제시청,-,2019-08-19,5370000,경상남도 거제시
48310-00028,신현제10어린이공원,어린이공원,-,경상남도 거제시 상동동 482-9번지,34.874764,128.629881,1973,간이운동기구,조합놀이대,-,-,-,1992-10-21,경상남도 거제시청,-,2019-08-19,5370000,경상남도 거제시
48310-00027,신현제9어린이공원,어린이공원,-,경상남도 거제시 고현동 1035-1번지 일원,34.877486,128.626194,2135,간이운동기구 농구장,조합놀이대,-,-,-,1992-10-21,경상남도 거제시청,-,2019-08-19,5370000,경상남도 거제시
48310-00026,신현제8어린이공원,어린이공원,-,경상남도 거제시 장평동 1203번지 일원,34.893094,128.614994,2023,간이운동기구,그네 시소,-,-,-,1985-12-10,경상남도 거제시청,-,2019-08-19,5370000,경상남도 거제시
48310-00008,옥포 중앙공원,근린공원,-,경상남도 거제시 옥포동 산71-21번지 일원,34.894263,128.702096,22773,간이운동기구,조합놀이대,화장실,-,-,1973-06-27,경상남도 거제시청,-,2019-08-19,5370000,경상남도 거제시
48310-00007,아주공원,근린공원,-,경상남도 거제시 아주동 352-19번지 일원,34.863198,128.692581,7100,간이운동기구,조합놀이대,화장실,-,-,2001-04-28,경상남도 거제시청,-,2019-08-19,5370000,경상남도 거제시
48310-00006,매미공원,근린공원,-,경상남도 거제시 일운면 와현리 360번지 일원,34.813411,128.707333,10750,간이운동기구,-,화장실,-,-,2004-09-02,경상남도 거제시청,-,2019-08-19,5370000,경상남도 거제시
48310-00005,두동근린공원(영진자이온),근린공원,-,경상남도 거제시 사등면 사곡리 832-21번지,34.893122,128.566911,8182,간이운동기구,-,-,-,-,2010-08-26,경상남도 거제시청,-,2019-08-19,5370000,경상남도 거제시
